operating_country,channel_name,pmi_product_family,brand_tier,wholesaler_tier,weeks,shipments_units,avg_price_realization,avg_list_price,avg_net_price,avg_leakage_per_unit
Ukraine,E-Commerce,Heated Tobacco,Premium,T3,2,3,2,477.5,477.5,0
Uruguay,Retail,Cigarettes,Premium,T2,2,8,2,35.3333,35.3333,0
Uruguay,Retail,Oral Nicotine,Premium,T2,2,7,2,152.4167,152.4167,0
Uzbekistan,E-Commerce,Cigarettes,Premium,T3,2,6,2,74.6,74.6,0
Uzbekistan,E-Commerce,Heated Tobacco,Core,T3,2,2,2,408,408,0
Uzbekistan,Key Accounts,Cigarettes,Core,T1,2,3,2,24.5,24.5,0
Uzbekistan,Key Accounts,Heated Tobacco,Premium,T1,2,6,2,223,223,0
Uzbekistan,Key Accounts,Heated Tobacco,Value,T1,2,3,2,327,327,0
Uzbekistan,Retail,Heated Tobacco,Premium,T2,2,11,2,212.4,212.4,0
Zambia,E-Commerce,Cigarettes,Value,T3,2,13,2,60.23812857,60.23812857,0
Zambia,E-Commerce,Heated Tobacco,Premium,T3,2,2,2,401,401,0
Zambia,E-Commerce,Oral Nicotine,Value,T3,2,8,2,969.5,969.5,0
Zambia,Key Accounts,Cigarettes,Core,T1,2,2,2,261,261,0
Zambia,Key Accounts,Heated Tobacco,Premium,T1,2,3,2,388,388,0
Zambia,Key Accounts,Oral Nicotine,Value,T1,2,6,2,412.5,412.5,0
Zambia,Retail,Heated Tobacco,Core,T2,2,5,2,265,265,0
Zambia,Retail,Heated Tobacco,Value,T2,2,2,2,171,171,0
South Korea,Retail,Heated Tobacco,Value,T2,4,15,2.000000315,1092.33335,546.16665,546.1667
Netherlands,Key Accounts,Heated Tobacco,Core,T1,4,9,2.000000426,684.3333,342.1667,342.1666
Ireland,E-Commerce,Cigarettes,Premium,T3,4,10,2.000001723,134,67,67
Denmark,Retail,Cigarettes,Premium,T2,4,12,2.000002429,184.1666,92.0834,92.0832
Panama,E-Commerce,Heated Tobacco,Core,T3,4,12,2.095999839,903.6734,506.5,397.1734
Peru,Key Accounts,Oral Nicotine,Premium,T1,4,13,2.099997955,443.3334,172,271.3334
Kazakhstan,E-Commerce,Cigarettes,Value,T3,7,17,2.099998635,241.2499333,72.375,168.8749333
Venezuela,Key Accounts,Oral Nicotine,Value,T1,4,27,2.099998677,400.1905,144.1143,256.0762
Venezuela,Key Accounts,Oral Nicotine,Core,T1,4,7,2.099998976,575.5556,238.3333,337.2223
Haiti,Retail,Oral Nicotine,Value,T2,4,17,2.099999048,291.9167,171.95,119.9667
Nigeria,E-Commerce,Oral Nicotine,Value,T3,7,15,2.099999776,787.5,236.25,551.25
Nigeria,E-Commerce,Heated Tobacco,Value,T3,7,17,2.09999979,1036.6667,311,725.6667
Nigeria,Key Accounts,Oral Nicotine,Core,T1,7,13,2.099999866,1046.6666,314,732.6666
Lithuania,Retail,Cigarettes,Premium,T2,7,40,2.100000048,494.0477711,148.2143,345.8334711
Peru,E-Commerce,Oral Nicotine,Premium,T3,4,14,2.100000276,459.8333,182.15,277.6833
Panama,E-Commerce,Oral Nicotine,Value,T3,4,15,2.100000453,849.6527,415.7917,433.861
Netherlands,Key Accounts,Oral Nicotine,Premium,T1,4,16,2.100000573,1226.5833,474.6667,751.9166
Zimbabwe,Retail,Cigarettes,Core,T2,7,16,2.100002694,130.44442,39.1333,91.31112
Zimbabwe,Key Accounts,Cigarettes,Core,T1,7,24,2.100003093,181.3888,54.4167,126.9721
Myanmar (Burma),Key Accounts,Oral Nicotine,Core,T1,3,21,2.189999704,302.5114,220.8333,81.6781
Myanmar (Burma),E-Commerce,Heated Tobacco,Core,T3,3,11,2.19000025,519.4854,356.8333,162.6521
Myanmar (Burma),Key Accounts,Heated Tobacco,Value,T1,3,14,2.290000359,391.36545,291.500025,99.865425
Thailand,E-Commerce,Heated Tobacco,Core,T3,4,21,2.32000079,507.70886,302.3556,205.35326
Peru,Key Accounts,Cigarettes,Core,T1,4,17,2.399990984,55.05565,33.0333,22.02235
Haiti,Retail,Cigarettes,Value,T2,4,36,2.399993881,58.2142,34.92845,23.28575
Peru,Retail,Heated Tobacco,Premium,T2,4,20,2.399998825,230.5953,138.3571,92.2382
South Korea,E-Commerce,Oral Nicotine,Value,T3,3,21,2.399999204,92.1389,73.7111,18.4278
Peru,E-Commerce,Oral Nicotine,Core,T3,4,8,2.399999541,556.25,333.75,222.5
Nigeria,E-Commerce,Oral Nicotine,Premium,T3,8,28,2.399999833,1414.4444,424.3333,990.1111
Panama,E-Commerce,Oral Nicotine,Core,T3,4,12,2.400000175,437.5,262.5,175
Nigeria,E-Commerce,Heated Tobacco,Premium,T3,8,12,2.400000181,809.1666,242.75,566.4166
Sweden,Retail,Oral Nicotine,Core,T2,5,17,2.400000345,880.09998,437.80002,442.29996
Venezuela,E-Commerce,Heated Tobacco,Core,T3,4,14,2.400000417,245,147,98
Zimbabwe,E-Commerce,Cigarettes,Value,T3,8,20,2.400000595,343.3334,103,240.3334
Peru,Key Accounts,Heated Tobacco,Core,T1,4,12,2.400000791,275.0833,165.05,110.0333
Myanmar (Burma),E-Commerce,Cigarettes,Core,T3,3,12,2.48999991,384.5382,319.1667,65.3715
Myanmar (Burma),E-Commerce,Cigarettes,Value,T3,3,9,2.490001149,103.61445,86,17.61445
South Korea,Key Accounts,Cigarettes,Value,T1,5,40,2.499990505,190.6834133,95.34159333,95.34182
Ireland,Key Accounts,Cigarettes,Value,T1,5,21,2.4999934,328.4763,164.238,164.2383
Sweden,Key Accounts,Heated Tobacco,Premium,T1,5,21,2.499999556,632.0667,316.0333,316.0334
Ireland,Retail,Heated Tobacco,Core,T2,5,17,2.499999634,820.6667,410.3333,410.3334
Pakistan,E-Commerce,Heated Tobacco,Core,T3,5,19,2.499999634,1037.8485,518.9242,518.9243
Japan,E-Commerce,Oral Nicotine,Value,T3,3,14,2.5,699,614,85
Pakistan,E-Commerce,Heated Tobacco,Value,T3,5,21,2.5,1372.6,686.3,686.3
Pakistan,Key Accounts,Heated Tobacco,Core,T1,5,34,2.5,1297.689035,648.8445176,648.8445176
Portugal,Retail,Heated Tobacco,Core,T2,5,18,2.5,1542.6,771.3,771.3
Sweden,Retail,Heated Tobacco,Value,T2,5,12,2.5,885.5,442.75,442.75
Sweden,Key Accounts,Heated Tobacco,Value,T1,5,16,2.500000077,551.4,275.7,275.7
Ireland,Retail,Heated Tobacco,Value,T2,5,22,2.500000199,1015.99999,508.00003,507.99996
Ireland,E-Commerce,Cigarettes,Core,T3,5,23,2.500001014,279.4486846,139.7243923,139.7242923
Myanmar (Burma),Retail,Heated Tobacco,Premium,T2,4,10,2.51999998,449.8261,305.5,144.3261
Myanmar (Burma),Retail,Heated Tobacco,Value,T2,4,13,2.536527526,589.339375,369.550025,219.78935
South Korea,E-Commerce,Oral Nicotine,Core,T3,4,14,2.6,776.875,469.25,307.625
South Korea,Retail,Oral Nicotine,Value,T2,4,27,2.600000205,976.8706692,631.4965,345.3741692
Vietnam,Key Accounts,Oral Nicotine,Premium,T1,4,9,2.619998337,772.0559,403.8333,368.2226
Sweden,Key Accounts,Oral Nicotine,Premium,T1,6,41,2.676187631,601.3611,293.4444,307.9167
Honduras,E-Commerce,Heated Tobacco,Core,T3,5,24,2.698217374,515.5764667,299.0833333,216.4931333
Haiti,Retail,Heated Tobacco,Core,T2,5,23,2.699998302,333.2779,146.9667,186.3112
Kazakhstan,Retail,Cigarettes,Value,T2,9,23,2.700000125,403.8889,121.1666667,282.7222333
Kazakhstan,Retail,Cigarettes,Core,T2,9,28,2.700001783,231.1110167,69.33333333,161.7776833
Thailand,Key Accounts,Oral Nicotine,Premium,T1,4,11,2.719998908,360.9535,236.75,124.2035
Myanmar (Burma),Retail,Oral Nicotine,Core,T2,4,14,2.719999216,716.22455,464.166675,252.057875
Sweden,Key Accounts,Oral Nicotine,Value,T1,6,24,2.8,689.05,328.4,360.65
Turkey,E-Commerce,Oral Nicotine,Value,T3,7,14,2.8,1001.25,400.5,600.75
Netherlands,E-Commerce,Oral Nicotine,Value,T3,5,34,2.800000138,1381.838194,696.5441471,685.2940471
Tanzania,Retail,Heated Tobacco,Core,T2,3,13,2.800000392,528.8333,508.1,20.7333
Tanzania,Key Accounts,Heated Tobacco,Core,T1,3,12,2.9,329.787,326.0833,3.7037
Netherlands,Key Accounts,Oral Nicotine,Core,T1,4,12,2.9,183.5,127.75,55.75
Vietnam,E-Commerce,Oral Nicotine,Premium,T3,4,15,2.919998909,1167.169,852.0333,315.1357
Venezuela,Retail,Heated Tobacco,Value,T2,5,8,2.992000375,486.5217,291,195.5217
Guatemala,Key Accounts,Heated Tobacco,Premium,T1,3,6,2.993999851,522.5451,521.5,1.0451
Peru,Retail,Heated Tobacco,Core,T2,5,16,2.994001156,680.69726,407.31672,273.38054
Argentina,E-Commerce,Heated Tobacco,Value,T3,5,24,2.996000155,376.3856,225.5,150.8856
Colombia,E-Commerce,Heated Tobacco,Premium,T3,3,13,2.996000335,334.4084,333.8333,0.5751
Ecuador,Retail,Heated Tobacco,Premium,T2,3,15,2.997999804,308.833,308.4857,0.3473
Chile,E-Commerce,Heated Tobacco,Core,T3,3,7,2.997999992,457.649,457.1667,0.4823
Peru,Retail,Heated Tobacco,Value,T2,5,15,2.99800068,423.4411,253.6667,169.7744
Barbados,Retail,Heated Tobacco,Value,T2,3,16,2.998000722,210.1456,209.8929,0.2527
South Korea,Key Accounts,Cigarettes,Core,T1,6,18,2.999998707,174.2667,87.1333,87.1334
Peru,Key Accounts,Oral Nicotine,Value,T1,5,18,2.999998881,554.7223,332.8333,221.889
Haiti,Retail,Oral Nicotine,Premium,T2,6,17,2.999999127,623.611,357.8333,265.7777
Argentina,Key Accounts,Oral Nicotine,Core,T1,6,17,2.999999408,1131.5556,401.4333,730.1223
Sweden,Retail,Heated Tobacco,Core,T2,6,28,2.999999453,682.8214,341.4107,341.4107
Portugal,Key Accounts,Cigarettes,Value,T1,6,33,2.999999912,822.3095571,411.1547286,411.1548286
Afghanistan,Key Accounts,Heated Tobacco,Core,T1,3,13,3,337.8,337.8,0
Afghanistan,Key Accounts,Oral Nicotine,Premium,T1,3,16,3,1445.271425,1445.271425,0
Afghanistan,Retail,Cigarettes,Premium,T2,3,18,3,72.61107143,72.61107143,0
Algeria,E-Commerce,Cigarettes,Premium,T3,3,15,3,128.9167,128.9167,0
Algeria,E-Commerce,Heated Tobacco,Core,T3,3,3,3,348,348,0
Algeria,E-Commerce,Heated Tobacco,Premium,T3,3,5,3,951.5,951.5,0
Algeria,E-Commerce,Heated Tobacco,Value,T3,3,15,3,549.5,549.5,0
Angola,E-Commerce,Oral Nicotine,Value,T3,3,4,3,628.5,628.5,0
Angola,Key Accounts,Oral Nicotine,Core,T1,3,3,3,406,406,0
Angola,Retail,Oral Nicotine,Premium,T2,3,8,3,607.75,607.75,0
Austria,E-Commerce,Heated Tobacco,Premium,T3,3,12,3,372.2,372.2,0
Austria,Key Accounts,Oral Nicotine,Premium,T1,3,12,3,263.7333,263.7333,0
Azerbaijan,Key Accounts,Cigarettes,Premium,T1,3,6,3,56.25,56.25,0
Azerbaijan,Key Accounts,Heated Tobacco,Premium,T1,3,4,3,327,327,0
Azerbaijan,Retail,Cigarettes,Premium,T2,3,11,3,114.875,114.875,0
Bangladesh,E-Commerce,Cigarettes,Value,T3,3,8,3,146.6666,146.6666,0
Bangladesh,E-Commerce,Heated Tobacco,Value,T3,3,12,3,715.125,715.125,0
Bangladesh,Retail,Heated Tobacco,Core,T2,3,20,3,451.6667,451.6667,0
Belarus,E-Commerce,Cigarettes,Premium,T3,3,4,3,78.5,78.5,0
Belarus,Key Accounts,Cigarettes,Core,T1,3,8,3,55.75,55.75,0
Belarus,Key Accounts,Cigarettes,Premium,T1,3,16,3,64.77145714,64.77145714,0
Belgium,E-Commerce,Cigarettes,Premium,T3,3,6,3,63,63,0
Belgium,E-Commerce,Heated Tobacco,Premium,T3,3,18,3,380.4047,380.4047,0
Belgium,Key Accounts,Heated Tobacco,Value,T1,3,9,3,428.6,428.6,0
Belgium,Key Accounts,Oral Nicotine,Value,T1,3,14,3,562.6,562.6,0
Belgium,Retail,Heated Tobacco,Core,T2,3,31,3,420.7500235,420.7500235,0
Belgium,Retail,Oral Nicotine,Core,T2,3,11,3,407.2,407.2,0
Belgium,Retail,Oral Nicotine,Value,T2,3,11,3,467.75,467.75,0
Benin,Key Accounts,Cigarettes,Core,T1,3,4,3,95.5,95.5,0
Benin,Retail,Cigarettes,Core,T2,3,6,3,71.75,71.75,0
Bolivia,E-Commerce,Cigarettes,Core,T3,3,12,3,51.29998,51.29998,0
Bosnia and Herzegovina,E-Commerce,Cigarettes,Core,T3,3,18,3,89.66666667,89.66666667,0
Bulgaria,E-Commerce,Cigarettes,Core,T3,3,7,3,383,383,0
Bulgaria,E-Commerce,Heated Tobacco,Core,T3,3,7,3,926.25,926.25,0
Bulgaria,Key Accounts,Cigarettes,Value,T1,3,5,3,97.5,97.5,0
Bulgaria,Retail,Heated Tobacco,Core,T2,3,12,3,693.69998,693.69998,0
Bulgaria,Retail,Oral Nicotine,Value,T2,3,7,3,198.5,198.5,0
Cambodia,Key Accounts,Cigarettes,Core,T1,3,7,3,64.5,64.5,0
Cambodia,Key Accounts,Oral Nicotine,Core,T1,3,13,3,225.7333,225.7333,0
Cambodia,Retail,Cigarettes,Value,T2,3,7,3,52.19998,52.19998,0
Cambodia,Retail,Heated Tobacco,Premium,T2,3,8,3,272,272,0
Cambodia,Retail,Oral Nicotine,Premium,T2,3,25,3,764.6786143,764.6786143,0
Cameroon,E-Commerce,Cigarettes,Core,T3,3,3,3,350,350,0
Cameroon,E-Commerce,Heated Tobacco,Value,T3,3,12,3,678.125,678.125,0
Cameroon,Key Accounts,Heated Tobacco,Value,T1,3,5,3,361,361,0
Canada,E-Commerce,Heated Tobacco,Core,T3,3,14,3,524.3214,524.3214,0
Canada,E-Commerce,Heated Tobacco,Value,T3,3,6,3,587,587,0
Chile,Key Accounts,Heated Tobacco,Value,T1,3,9,3,119.25,119.25,0
Cote d'Ivoire,Retail,Oral Nicotine,Core,T2,3,6,3,336,336,0
Croatia,Key Accounts,Cigarettes,Value,T1,3,8,3,50,50,0
Czech Republic,E-Commerce,Cigarettes,Premium,T3,3,14,3,91.750025,91.750025,0
Czech Republic,Key Accounts,Cigarettes,Core,T1,3,9,3,99.5,99.5,0
Czech Republic,Retail,Heated Tobacco,Core,T2,3,8,3,257.8333,257.8333,0
Democratic Republic of the Congo,E-Commerce,Heated Tobacco,Core,T3,3,3,3,470,470,0
Democratic Republic of the Congo,Key Accounts,Oral Nicotine,Premium,T1,3,7,3,730.25,730.25,0
Ecuador,Key Accounts,Cigarettes,Core,T1,3,9,3,383.6,383.6,0
Ecuador,Key Accounts,Oral Nicotine,Premium,T1,3,7,3,359.8333,359.8333,0
Egypt,E-Commerce,Heated Tobacco,Core,T3,3,7,3,1122,1122,0
Egypt,E-Commerce,Oral Nicotine,Core,T3,3,10,3,752.875,752.875,0
Egypt,Key Accounts,Oral Nicotine,Premium,T1,3,4,3,653,653,0
Estonia,Key Accounts,Cigarettes,Core,T1,3,4,3,259,259,0
Finland,Key Accounts,Cigarettes,Value,T1,3,6,3,145.5,145.5,0
Finland,Retail,Heated Tobacco,Core,T2,3,9,3,425,425,0
Georgia,Key Accounts,Cigarettes,Value,T1,3,6,3,83,83,0
Georgia,Retail,Heated Tobacco,Value,T2,3,12,3,733.1667,733.1667,0
Ghana,E-Commerce,Cigarettes,Value,T3,3,9,3,52.33333333,52.33333333,0
Ghana,E-Commerce,Heated Tobacco,Core,T3,3,3,3,560,560,0
Ghana,E-Commerce,Heated Tobacco,Value,T3,3,21,3,442.7999733,442.7999733,0
Ghana,Key Accounts,Heated Tobacco,Core,T1,3,10,3,388.25,388.25,0
Ghana,Retail,Oral Nicotine,Premium,T2,3,6,3,973.25,973.25,0
Guinea,Retail,Cigarettes,Premium,T2,3,9,3,608.6667,608.6667,0
Guinea,Retail,Cigarettes,Value,T2,3,10,3,147.2142857,147.2142857,0
Hong Kong,Retail,Cigarettes,Core,T2,3,25,3,72.27722955,72.27722955,0
Hungary,E-Commerce,Cigarettes,Core,T3,3,10,3,257.0000333,257.0000333,0
Hungary,E-Commerce,Heated Tobacco,Premium,T3,3,14,3,231.1666,231.1666,0
Hungary,Key Accounts,Cigarettes,Core,T1,3,11,3,66.33331111,66.33331111,0
Hungary,Key Accounts,Cigarettes,Premium,T1,3,8,3,75.6667,75.6667,0
Israel,E-Commerce,Cigarettes,Core,T3,3,20,3,252.75,252.75,0
Israel,Key Accounts,Heated Tobacco,Core,T1,3,4,3,386,386,0
Israel,Key Accounts,Heated Tobacco,Value,T1,3,16,3,328.7857,328.7857,0
Israel,Retail,Heated Tobacco,Value,T2,3,4,3,422.5,422.5,0
Israel,Retail,Oral Nicotine,Value,T2,3,4,3,707,707,0
Jamaica,Key Accounts,Cigarettes,Value,T1,3,6,3,60,60,0
Jamaica,Retail,Cigarettes,Core,T2,3,18,3,45.0389,45.0389,0
Jamaica,Retail,Cigarettes,Value,T2,3,12,3,254.4,254.4,0
Japan,Key Accounts,Heated Tobacco,Premium,T1,3,13,3,332.99995,332.99995,0
Japan,Key Accounts,Oral Nicotine,Premium,T1,3,20,3,384.2857,384.2857,0
Kenya,E-Commerce,Heated Tobacco,Premium,T3,3,3,3,267,267,0
Kyrgyzstan,E-Commerce,Cigarettes,Core,T3,3,8,3,65,65,0
Lesotho,Key Accounts,Heated Tobacco,Value,T1,3,17,3,1067.8333,1067.8333,0
Libya,Key Accounts,Cigarettes,Core,T1,3,4,3,390,390,0
Libya,Retail,Cigarettes,Premium,T2,3,7,3,72.25,72.25,0
Libya,Retail,Heated Tobacco,Value,T2,3,6,3,435.75,435.75,0
Madagascar,Key Accounts,Oral Nicotine,Value,T1,3,5,3,959,959,0
Madagascar,Retail,Heated Tobacco,Core,T2,3,7,3,730,730,0
Madagascar,Retail,Oral Nicotine,Value,T2,3,8,3,420.5,420.5,0
Malaysia,E-Commerce,Cigarettes,Premium,T3,3,13,3,109.3333,109.3333,0
Malaysia,Retail,Oral Nicotine,Premium,T2,3,13,3,579.5667,579.5667,0
Mali,E-Commerce,Cigarettes,Core,T3,3,7,3,94.75,94.75,0
Mali,Key Accounts,Cigarettes,Core,T1,3,4,3,202.5,202.5,0
Mali,Retail,Heated Tobacco,Premium,T2,3,6,3,1200,1200,0
Martinique,Retail,Cigarettes,Premium,T2,3,27,3,51.79166667,51.79166667,0
Mauritania,Retail,Cigarettes,Value,T2,3,5,3,56,56,0
Moldova,E-Commerce,Cigarettes,Premium,T3,3,5,3,51,51,0
Moldova,Retail,Cigarettes,Core,T2,3,6,3,72.83333333,72.83333333,0
Moldova,Retail,Cigarettes,Premium,T2,3,7,3,68.25,68.25,0
Moldova,Retail,Cigarettes,Value,T2,3,14,3,208.3333,208.3333,0
Moldova,Retail,Heated Tobacco,Premium,T2,3,7,3,485.75,485.75,0
Mongolia,Key Accounts,Cigarettes,Core,T1,3,9,3,505.6666667,505.6666667,0
Morocco,E-Commerce,Heated Tobacco,Premium,T3,3,13,3,432.40002,432.40002,0
Morocco,E-Commerce,Oral Nicotine,Core,T3,3,7,3,934,934,0
Morocco,Key Accounts,Oral Nicotine,Premium,T1,3,6,3,1120,1120,0
Mozambique,E-Commerce,Cigarettes,Core,T3,3,5,3,122,122,0
Mozambique,E-Commerce,Cigarettes,Premium,T3,3,7,3,72,72,0
Mozambique,E-Commerce,Cigarettes,Value,T3,3,6,3,69.5,69.5,0
Mozambique,E-Commerce,Heated Tobacco,Core,T3,3,10,3,276.25,276.25,0
Mozambique,E-Commerce,Oral Nicotine,Value,T3,3,8,3,286.25,286.25,0
Mozambique,Key Accounts,Heated Tobacco,Premium,T1,3,6,3,841.5,841.5,0
Mozambique,Retail,Cigarettes,Core,T2,3,5,3,175,175,0
Mozambique,Retail,Heated Tobacco,Value,T2,3,16,3,532.0833,532.0833,0
Nepal,Retail,Cigarettes,Core,T2,3,11,3,60.59998,60.59998,0
Niger,E-Commerce,Cigarettes,Core,T3,3,13,3,90.624975,90.624975,0
Niger,Retail,Cigarettes,Value,T2,3,10,3,53.8333,53.8333,0
Norway,E-Commerce,Cigarettes,Value,T3,3,14,3,115.625,115.625,0
Norway,Key Accounts,Cigarettes,Premium,T1,3,16,3,108.8333333,108.8333333,0
Norway,Key Accounts,Heated Tobacco,Value,T1,3,14,3,558.35,558.35,0
Norway,Retail,Oral Nicotine,Core,T2,3,18,3,297.5714,297.5714,0
Poland,E-Commerce,Cigarettes,Premium,T3,3,8,3,85.3,85.3,0
Poland,E-Commerce,Heated Tobacco,Premium,T3,3,9,3,466,466,0
Poland,Key Accounts,Oral Nicotine,Core,T1,3,13,3,281.25,281.25,0
Poland,Key Accounts,Oral Nicotine,Premium,T1,3,6,3,697.5,697.5,0
Qatar,Retail,Cigarettes,Value,T2,3,4,3,148.5,148.5,0
Romania,Key Accounts,Heated Tobacco,Core,T1,3,7,3,754,754,0
Romania,Key Accounts,Heated Tobacco,Premium,T1,3,20,3,393.125,393.125,0
Romania,Key Accounts,Oral Nicotine,Core,T1,3,3,3,596,596,0
Romania,Key Accounts,Oral Nicotine,Value,T1,3,4,3,550,550,0
Russia,E-Commerce,Heated Tobacco,Premium,T3,3,7,3,971.75,971.75,0
Russia,E-Commerce,Oral Nicotine,Premium,T3,3,12,3,358.25,358.25,0
Russia,Key Accounts,Heated Tobacco,Value,T1,3,7,3,323.75,323.75,0
Rwanda,Key Accounts,Cigarettes,Premium,T1,3,6,3,88,88,0
Rwanda,Retail,Cigarettes,Core,T2,3,14,3,84.91666667,84.91666667,0
Rwanda,Retail,Heated Tobacco,Premium,T2,3,9,3,438.3333,438.3333,0
Saudi Arabia,E-Commerce,Oral Nicotine,Premium,T3,3,10,3,312.6666667,312.6666667,0
Senegal,Key Accounts,Cigarettes,Value,T1,3,5,3,222.5,222.5,0
Senegal,Key Accounts,Heated Tobacco,Premium,T1,3,7,3,437.25,437.25,0
Senegal,Retail,Oral Nicotine,Value,T2,3,5,3,440.5,440.5,0
Singapore,Key Accounts,Oral Nicotine,Core,T1,3,9,3,542.5,542.5,0
Singapore,Retail,Oral Nicotine,Value,T2,3,10,3,324.8333,324.8333,0
Somalia,E-Commerce,Cigarettes,Premium,T3,3,9,3,105.8333,105.8333,0
Somalia,E-Commerce,Cigarettes,Value,T3,3,4,3,85.5,85.5,0
Somalia,Key Accounts,Cigarettes,Value,T1,3,5,3,167.6666667,167.6666667,0
Somalia,Retail,Oral Nicotine,Core,T2,3,3,3,151,151,0
South Africa,E-Commerce,Oral Nicotine,Value,T3,3,17,3,130.1333,130.1333,0
Sudan,Key Accounts,Oral Nicotine,Premium,T1,3,4,3,294.5,294.5,0
Sudan,Retail,Oral Nicotine,Value,T2,3,8,3,879.5,879.5,0
Switzerland,Key Accounts,Heated Tobacco,Core,T1,3,15,3,491.2222,491.2222,0
Switzerland,Retail,Heated Tobacco,Core,T2,3,20,3,431.125,431.125,0
Switzerland,Retail,Heated Tobacco,Premium,T2,3,11,3,566.75,566.75,0
Switzerland,Retail,Oral Nicotine,Core,T2,3,13,3,575.2,575.2,0
Switzerland,Retail,Oral Nicotine,Premium,T2,3,8,3,274,274,0
Tanzania,E-Commerce,Cigarettes,Premium,T3,3,5,3,68,68,0
Togo,Key Accounts,Cigarettes,Premium,T1,3,18,3,99.63461538,99.63461538,0
Togo,Retail,Cigarettes,Premium,T2,3,10,3,114.625,114.625,0
Tunisia,Retail,Cigarettes,Core,T2,3,3,3,75,75,0
Ukraine,E-Commerce,Oral Nicotine,Core,T3,3,8,3,634.75,634.75,0
Ukraine,E-Commerce,Oral Nicotine,Premium,T3,3,7,3,167,167,0
Ukraine,E-Commerce,Oral Nicotine,Value,T3,3,10,3,692.4286,692.4286,0
Uruguay,Retail,Cigarettes,Value,T2,3,8,3,58.25,58.25,0
Uzbekistan,Key Accounts,Cigarettes,Value,T1,3,3,3,44,44,0
Zambia,E-Commerce,Heated Tobacco,Value,T3,3,3,3,629,629,0
Zambia,E-Commerce,Oral Nicotine,Core,T3,3,5,3,406.5,406.5,0
Zambia,Retail,Oral Nicotine,Core,T2,3,5,3,124,124,0
Zambia,Retail,Oral Nicotine,Premium,T2,3,6,3,395.25,395.25,0
Venezuela,E-Commerce,Cigarettes,Value,T3,5,39,3.000000193,245.6714538,147.4028943,98.26855952
Haiti,Key Accounts,Cigarettes,Core,T1,5,12,3.000000684,74.7222,44.83333333,29.88886667
South Korea,Retail,Heated Tobacco,Premium,T2,6,29,3.000001133,1207.1444,603.5723,603.5721
Pakistan,Retail,Heated Tobacco,Value,T2,6,23,3.000001147,522.9444,261.4723,261.4721
South Korea,E-Commerce,Cigarettes,Premium,T3,6,17,3.000001415,130.66665,65.33335,65.3333
Argentina,Key Accounts,Heated Tobacco,Value,T1,5,19,3.000002157,352.0000333,211.2000333,140.8
Pakistan,E-Commerce,Cigarettes,Core,T3,6,30,3.000004415,286.49995,143.25005,143.2499
Sweden,E-Commerce,Cigarettes,Core,T3,6,15,3.000006385,225.6666,112.8334,112.8332
Thailand,Key Accounts,Oral Nicotine,Value,T1,5,27,3.131265779,1055.961461,617.5523786,438.4090821
Pakistan,E-Commerce,Oral Nicotine,Value,T3,4,19,3.199999451,370.2431,296.1944,74.0487
South Korea,Retail,Oral Nicotine,Premium,T2,4,16,3.199999658,770.33335,616.26665,154.0667
Italy,E-Commerce,Heated Tobacco,Core,T3,4,17,3.2,738.9285714,666.1285714,72.8
Syria,Retail,Cigarettes,Value,T2,4,10,3.200000101,297.5833,196.25,101.3333
Vietnam,Key Accounts,Heated Tobacco,Value,T1,5,20,3.238903948,986.0927714,610.6428571,375.4499143
Thailand,E-Commerce,Oral Nicotine,Premium,T3,5,17,3.24999974,1321.8592,808.7778,513.0814
Panama,E-Commerce,Oral Nicotine,Premium,T3,6,22,3.29999889,814.4445,382,432.4445
Venezuela,Retail,Oral Nicotine,Core,T2,6,22,3.299999413,1101.666725,476.500025,625.1667
Nigeria,E-Commerce,Heated Tobacco,Core,T3,11,28,3.299999593,1872.9167,561.875,1311.0417
Venezuela,Retail,Oral Nicotine,Value,T2,6,15,3.300000341,1408.5555,670.4667,738.0888
Peru,Retail,Oral Nicotine,Core,T2,6,28,3.300001209,537.0834,258.9167,278.1667
Myanmar (Burma),Key Accounts,Cigarettes,Value,T1,4,9,3.32000437,76.3052,63.3334,12.9718
Myanmar (Burma),E-Commerce,Cigarettes,Premium,T3,4,16,3.320005643,206.5518429,171.4381286,35.11371429
Thailand,Key Accounts,Heated Tobacco,Value,T1,5,14,3.35000033,1211.8814,910.4333,301.4481
South Korea,E-Commerce,Cigarettes,Value,T3,7,43,3.499998302,805.1429333,402.5713667,402.5715667
South Korea,Key Accounts,Cigarettes,Premium,T1,7,18,3.499998558,340.8667,170.4333,170.4334
Netherlands,E-Commerce,Heated Tobacco,Value,T3,7,35,3.499999703,871.080981,435.5404476,435.5405333
Portugal,Retail,Cigarettes,Premium,T2,7,40,3.499999894,183.5238214,91.76190714,91.76191429
Netherlands,Key Accounts,Heated Tobacco,Premium,T1,7,23,3.5,1259.8,629.9,629.9
Portugal,Retail,Cigarettes,Core,T2,7,38,3.5,491.9571429,245.9785714,245.9785714
South Korea,E-Commerce,Cigarettes,Core,T3,7,32,3.5,594.2,297.1,297.1
South Korea,E-Commerce,Heated Tobacco,Value,T3,7,25,3.5,1046.5,523.25,523.25
Sweden,Retail,Heated Tobacco,Premium,T2,7,19,3.500000493,924.1333,462.0667,462.0666
Netherlands,Key Accounts,Heated Tobacco,Value,T1,7,27,3.50000057,846.7222333,423.3611,423.3611333
